hafasId;rmvId;name;nameLong;city;district;lat;lng
3001497;1497;Ernst-Wiss-Straße;Frankfurt (Main) Ernst-Wiss-Straße;Stadt Frankfurt a.M;Griesheim;50,09835594;8,590637225
3000143;143;Erzbergerstraße;Frankfurt (Main) Erzbergerstraße;Stadt Frankfurt a.M;Griesheim;50,09407627;8,614152052
3000110;110;Griesheim Bahnhof;Frankfurt (Main) Griesheim Bahnhof;Stadt Frankfurt a.M;Griesheim;50,09396957;8,606480553
3000147;147;Griesheim Bahnhof/Eichenstraße;Frankfurt (Main) Griesheim Bf/Eichenstraße;Stadt Frankfurt a.M;Griesheim;50,09523084;8,607252836
3000144;144;Heinrich-Hardt-Straße;Frankfurt (Main) Heinrich-Hardt-Straße;Stadt Frankfurt a.M;Griesheim;50,10320751;8,60263074
3001495;1495;In der Schildwacht;Frankfurt (Main) In der Schildwacht;Stadt Frankfurt a.M;Griesheim;50,09645556;8,59221874
3000112;112;Jägerallee;Frankfurt (Main) Jägerallee;Stadt Frankfurt a.M;Griesheim;50,10015386;8,590593927
3000124;124;Jungmannstraße;Frankfurt (Main) Jungmannstraße;Stadt Frankfurt a.M;Griesheim;50,09080168;8,605514365
3000127;127;Lachegraben;Frankfurt (Main) Lachegraben;Stadt Frankfurt a.M;Griesheim;50,09229629;8,578055824
3001496;1496;Lärchenstraße;Frankfurt (Main) Lärchenstraße;Stadt Frankfurt a.M;Griesheim;50,09838736;8,586821388
3000145;145;Lindenhag;Frankfurt (Main) Lindenhag;Stadt Frankfurt a.M;Griesheim;50,10644731;8,600968377
3000111;111;Linnegraben;Frankfurt (Main) Linnegraben;Stadt Frankfurt a.M;Griesheim;50,10020263;8,596813263
3000136;136;Neufeld;Frankfurt (Main) Neufeld;Stadt Frankfurt a.M;Griesheim;50,11086976;8,598135558
3000146;146;Platanenstraße;Frankfurt (Main) Platanenstraße;Stadt Frankfurt a.M;Griesheim;50,09769124;8,606380141
3000149;149;Schöffenstraße;Frankfurt (Main) Schöffenstraße;Stadt Frankfurt a.M;Griesheim;50,09122808;8,614678035
3000125;125;Staustufe Griesheim;Frankfurt (Main) Staustufe Griesheim;Stadt Frankfurt a.M;Griesheim;50,09120463;8,599795543
3000109;109;Waldschulstraße;Frankfurt (Main) Waldschulstraße;Stadt Frankfurt a.M;Griesheim;50,10026148;8,603451836
3001215;1215;Alt-Rödelheim;Frankfurt (Main) Alt-Rödelheim;Stadt Frankfurt a.M;Rödelheim;50,12475192;8,611653672
3060827;60827;Eschborner Landstraße West;Frankfurt (Main) Eschborner Landstraße West;Stadt Frankfurt a.M;Rödelheim;50,13017588;8,591540237
3001212;1212;Friedrich-Kahl-Straße;Frankfurt (Main) Friedrich-Kahl-Straße;Stadt Frankfurt a.M;Rödelheim;50,1314871;8,593710888
3001251;1251;Gaugrafenstraße;Frankfurt (Main) Gaugrafenstraße;Stadt Frankfurt a.M;Rödelheim;50,12420605;8,596597376
3060828;60828;Graf-Vollrath-Weg;Frankfurt (Main) Graf-Vollrath-Weg;Stadt Frankfurt a.M;Rödelheim;50,12911027;8,59531139
3001220;1220;Guerickestraße;Frankfurt (Main) Guerickestraße;Stadt Frankfurt a.M;Rödelheim;50,13517426;8,599204544
3001225;1225;Hausener Weg;Frankfurt (Main) Hausener Weg;Stadt Frankfurt a.M;Rödelheim;50,13155731;8,619710446
3001218;1218;In der Au;Frankfurt (Main) In der Au;Stadt Frankfurt a.M;Rödelheim;50,12245514;8,599828306
3060801;60801;Kirschbaumweg;Frankfurt (Main) Kirschbaumweg;Stadt Frankfurt a.M;Rödelheim;50,12624071;8,605264653
3001216;1216;Lorscher Straße;Frankfurt (Main) Lorscher Straße;Stadt Frankfurt a.M;Rödelheim;50,12527416;8,609216178
3001214;1214;Parkweg;Frankfurt (Main) Parkweg;Stadt Frankfurt a.M;Rödelheim;50,12180696;8,615508947
3001238;1238;Radilostraße;Frankfurt (Main) Radilostraße;Stadt Frankfurt a.M;Rödelheim;50,12507261;8,610770068
3001242;1242;Reifenberger Str/Sozialzentrum;Frankfurt (Main) Reifenberger Straße/Sozialzentrum;Stadt Frankfurt a.M;Rödelheim;50,12837874;8,615470199
3001217;1217;Rödelheim Bahnhof;Frankfurt (Main) Rödelheim Bahnhof;Stadt Frankfurt a.M;Rödelheim;50,12505093;8,607008495
3001252;1252;Stadtbahnzentralwerkstatt;Frankfurt (Main) Stadtbahnzentralwerkstatt;Stadt Frankfurt a.M;Rödelheim;50,14104539;8,596749331
3001213;1213;Sternbrücke;Frankfurt (Main) Sternbrücke;Stadt Frankfurt a.M;Rödelheim;50,12128441;8,620630954
3001219;1219;Wolf-Heidenheim-Straße;Frankfurt (Main) Wolf-Heidenheim-Straße;Stadt Frankfurt a.M;Rödelheim;50,12775572;8,601364346
3001237;1237;Ellerfeld;Frankfurt (Main) Ellerfeld;Stadt Frankfurt a.M;Hausen;50,13536011;8,625205201
3001223;1223;Fischstein;Frankfurt (Main) Fischstein;Stadt Frankfurt a.M;Hausen;50,12957243;8,623068739
3001236;1236;Große Nelkenstraße;Frankfurt (Main) Große Nelkenstraße;Stadt Frankfurt a.M;Hausen;50,13292521;8,628455131
3001224;1224;Hausen;Frankfurt (Main) Hausen;Stadt Frankfurt a.M;Hausen;50,1370122;8,62454884
3001222;1222;Industriehof;Frankfurt (Main) Industriehof;Stadt Frankfurt a.M;Hausen;50,12899061;8,629436648
3001353;1353;Alt-Praunheim/Krankenh.Nordw.;Frankfurt (Main) Alt-Praunheim/Krankenh. Nordwest;Stadt Frankfurt a.M;Praunheim;50,14939342;8,61952682
3001332;1332;Am Alten Schloß;Frankfurt (Main) Am Alten Schloß;Stadt Frankfurt a.M;Praunheim;50,15161036;8,626701058
3001227;1227;Friedhof Westhausen;Frankfurt (Main) Friedhof Westhausen;Stadt Frankfurt a.M;Praunheim;50,13939015;8,612262393
3001239;1239;Geiselwiesen;Frankfurt (Main) Geiselwiesen;Stadt Frankfurt a.M;Praunheim;50,140599;8,624450778
3001333;1333;Graebestraße/Pflegeheim;Frankfurt (Main) Graebestraße/Pflegeheim;Stadt Frankfurt a.M;Praunheim;50,15120207;8,62277254
3060825;60825;Gymnasium Westhausen;Frankfurt (Main) Gymnasium Westhausen;Stadt Frankfurt a.M;Praunheim;50,13947537;8,610862862
3001229;1229;Heerstraße;Frankfurt (Main) Heerstraße;Stadt Frankfurt a.M;Praunheim;50,14434587;8,607535677
3001336;1336;Hofgut;Frankfurt (Main) Hofgut;Stadt Frankfurt a.M;Praunheim;50,14648076;8,611449496
3001334;1334;Krankenhaus Nordwest;Frankfurt (Main) Krankenhaus Nordwest;Stadt Frankfurt a.M;Praunheim;50,15102455;8,620717149
3001339;1339;Oberfeldstraße;Frankfurt (Main) Oberfeldstraße;Stadt Frankfurt a.M;Praunheim;50,1544828;8,622550788
3001338;1338;Pflanzländer;Frankfurt (Main) Pflanzländer;Stadt Frankfurt a.M;Praunheim;50,14361943;8,624357143
3001337;1337;Praunheimer Brücke;Frankfurt (Main) Praunheimer Brücke;Stadt Frankfurt a.M;Praunheim;50,14802786;8,622573695
3001335;1335;Schönberger Weg;Frankfurt (Main) Schönberger Weg;Stadt Frankfurt a.M;Praunheim;50,14775937;8,614740954
3001226;1226;Stephan-Heise-Straße;Frankfurt (Main) Stephan-Heise-Straße;Stadt Frankfurt a.M;Praunheim;50,13558997;8,615775984
3001221;1221;Theodor-Fischer-Weg;Frankfurt (Main) Theodor-Fischer-Weg;Stadt Frankfurt a.M;Praunheim;50,14349643;8,603611567
3001323;1323;Antoninusstraße;Frankfurt (Main) Antoninusstraße;Stadt Frankfurt a.M;Heddernheim;50,15746165;8,640495139
3001328;1328;Bernadottestraße;Frankfurt (Main) Bernadottestraße;Stadt Frankfurt a.M;Heddernheim;50,15730843;8,631778277
3001324;1324;Cohausenstraße;Frankfurt (Main) Cohausenstraße;Stadt Frankfurt a.M;Heddernheim;50,15971131;8,644088768
3001329;1329;Ernst-Kahn-Straße;Frankfurt (Main) Ernst-Kahn-Straße;Stadt Frankfurt a.M;Heddernheim;50,15477156;8,634106615
3001326;1326;Habelstraße;Frankfurt (Main) Habelstraße;Stadt Frankfurt a.M;Heddernheim;50,15644805;8,644155016
3001330;1330;Hadrianstraße;Frankfurt (Main) Hadrianstraße;Stadt Frankfurt a.M;Heddernheim;50,15323365;8,633922477
3001317;1317;Heddernheim;Frankfurt (Main) Heddernheim;Stadt Frankfurt a.M;Heddernheim;50,16194733;8,649152305
3001325;1325;Heddernheim Kirche;Frankfurt (Main) Heddernheim Kirche;Stadt Frankfurt a.M;Heddernheim;50,15983725;8,647054631
3001320;1320;Heddernheimer Landstraße;Frankfurt (Main) Heddernheimer Landstraße;Stadt Frankfurt a.M;Heddernheim;50,16369254;8,634948109
3001327;1327;Heidenfeld;Frankfurt (Main) Heidenfeld;Stadt Frankfurt a.M;Heddernheim;50,15533331;8,641252755
3065056;65056;Kaltmühlstraße;Frankfurt (Main) Kaltmühlstraße;Stadt Frankfurt a.M;Heddernheim;50,16065826;8,642136479
3001331;1331;Mithrasstraße;Frankfurt (Main) Mithrasstraße;Stadt Frankfurt a.M;Heddernheim;50,15254857;8,630513616
3001322;1322;Nordwestzentrum;Frankfurt (Main) Nordwestzentrum;Stadt Frankfurt a.M;Heddernheim;50,15875494;8,634328054
3001398;1398;Oberschelder Weg;Frankfurt (Main) Oberschelder Weg;Stadt Frankfurt a.M;Heddernheim;50,16227383;8,641270699
3001366;1366;Römerstadt;Frankfurt (Main) Römerstadt;Stadt Frankfurt a.M;Heddernheim;50,15343614;8,638286579
3001348;1348;Sandelmühle;Frankfurt (Main) Sandelmühle;Stadt Frankfurt a.M;Heddernheim;50,16609771;8,645174951
3001377;1377;Tacitusstraße;Frankfurt (Main) Tacitusstraße;Stadt Frankfurt a.M;Heddernheim;50,15806426;8,637691848
3001318;1318;Zeilweg;Frankfurt (Main) Zeilweg;Stadt Frankfurt a.M;Heddernheim;50,16430281;8,64327086
3001386;1386;Alt-Niederursel;Frankfurt (Main) Alt-Niederursel;Stadt Frankfurt a.M;Niederursel;50,16573757;8,622238077
3001346;1346;Eduard-Bernstein-Weg;Frankfurt (Main) Eduard-Bernstein-Weg;Stadt Frankfurt a.M;Niederursel;50,16381229;8,621819416
3001394;1394;Emil-v.-Behring-Straße;Frankfurt (Main) Emil-von-Behring-Straße;Stadt Frankfurt a.M;Niederursel;50,17019163;8,637544019
3001393;1393;Geozentrum;Frankfurt (Main) Geozentrum;Stadt Frankfurt a.M;Niederursel;50,17369829;8,634829758
3001341;1341;Gerh-Hauptmann-Ring/Praunh.Weg;Frankfurt (Main) G.-Hauptmann-Ring/Praunheimer Weg;Stadt Frankfurt a.M;Niederursel;50,1605687;8,619647902
3001344;1344;Heinrich-Kromer-Schule;Frankfurt (Main) Heinrich-Kromer-Schule;Stadt Frankfurt a.M;Niederursel;50,16542283;8,624983773
3001963;1963;Lurgiallee;Frankfurt (Main) Lurgiallee;Stadt Frankfurt a.M;Niederursel;50,17076318;8,636321904
3001460;1460;Max-Planck-Institut/FIZ;Frankfurt (Main) Max-Planck-Institut/FIZ;Stadt Frankfurt a.M;Niederursel;50,17510309;8,632719213
3002399;2399;Niederursel;Frankfurt (Main) Niederursel;Stadt Frankfurt a.M;Niederursel;50,16918274;8,622826747
3001345;1345;Praunheimer Weg Mitte;Frankfurt (Main) Praunheimer Weg Mitte;Stadt Frankfurt a.M;Niederursel;50,16165048;8,620548971
3001340;1340;Praunheimer Weg/Schulzentrum;Frankfurt (Main) Praunheimer Weg/Schulzentrum;Stadt Frankfurt a.M;Niederursel;50,15857052;8,621678914
3001349;1349;Riedwiese/Mertonviertel;Frankfurt (Main) Riedwiese/Mertonviertel;Stadt Frankfurt a.M;Niederursel;50,17136841;8,643036201
3001347;1347;Roßkopfstraße;Frankfurt (Main) Roßkopfstraße;Stadt Frankfurt a.M;Niederursel;50,16271186;8,629049625
3001395;1395;Sebastian-Kneipp-Straße;Frankfurt (Main) Sebastian-Kneipp-Straße;Stadt Frankfurt a.M;Niederursel;50,16981534;8,640850222
3001342;1342;Thomas-Mann-Straße;Frankfurt (Main) Thomas-Mann-Straße;Stadt Frankfurt a.M;Niederursel;50,16330575;8,615413546
3060765;60765;Uni Campus Riedberg;Frankfurt (Main) Uni Campus Riedberg;Stadt Frankfurt a.M;Niederursel;50,17548487;8,628390618
3001343;1343;Weißkirchener Weg;Frankfurt (Main) Weißkirchener Weg;Stadt Frankfurt a.M;Niederursel;50,16691921;8,617945847
3001319;1319;Wiesenau;Frankfurt (Main) Wiesenau;Stadt Frankfurt a.M;Niederursel;50,1669662;8,629660478
3001372;1372;Europaturm;Frankfurt (Main) Europaturm;Stadt Frankfurt a.M;Ginnheim;50,13619456;8,653579186
3001309;1309;Ginnheim;Frankfurt (Main) Ginnheim;Stadt Frankfurt a.M;Ginnheim;50,14057019;8,646749018
3060802;60802;Ginnheimer Waldgasse;Frankfurt (Main) Ginnheimer Waldgasse;Stadt Frankfurt a.M;Ginnheim;50,141445;8,647651848
3001307;1307;Kurhessenstraße;Frankfurt (Main) Kurhessenstraße;Stadt Frankfurt a.M;Ginnheim;50,14477514;8,65487413
3001378;1378;Niddapark;Frankfurt (Main) Niddapark;Stadt Frankfurt a.M;Ginnheim;50,14374794;8,642248889
3001259;1259;Paquetstraße;Frankfurt (Main) Paquetstraße;Stadt Frankfurt a.M;Ginnheim;50,1408818;8,660777488
3001260;1260;Pfeiferstraße;Frankfurt (Main) Pfeiferstraße;Stadt Frankfurt a.M;Ginnheim;50,1436073;8,655176329
3001308;1308;Schönbornstraße;Frankfurt (Main) Schönbornstraße;Stadt Frankfurt a.M;Ginnheim;50,14157597;8,652323212
3001255;1255;Stefan-Zweig-Straße;Frankfurt (Main) Stefan-Zweig-Straße;Stadt Frankfurt a.M;Ginnheim;50,1397876;8,655567536
3001306;1306;Theodor-Storm-Straße;Frankfurt (Main) Theodor-Storm-Straße;Stadt Frankfurt a.M;Ginnheim;50,14674103;8,659952504
3001486;1486;Andreaskirche;Frankfurt (Main) Andreaskirche;Stadt Frankfurt a.M;Dornbusch;50,15084277;8,670039368
3001459;1459;Astrid-Lindgren-Schule;Frankfurt (Main) Astrid-Lindgren-Schule;Stadt Frankfurt a.M;Dornbusch;50,13745736;8,664158818
3001253;1253;Fallerslebenstraße;Frankfurt (Main) Fallerslebenstraße;Stadt Frankfurt a.M;Dornbusch;50,1389419;8,664554066
3001254;1254;Franz-Werfel-Straße;Frankfurt (Main) Franz-Werfel-Straße;Stadt Frankfurt a.M;Dornbusch;50,13911519;8,659237303
3001303;1303;Fritz-Tarnow-Straße;Frankfurt (Main) Fritz-Tarnow-Straße;Stadt Frankfurt a.M;Dornbusch;50,14290968;8,668751063
3001304;1304;Hügelstraße;Frankfurt (Main) Hügelstraße;Stadt Frankfurt a.M;Dornbusch;50,14797319;8,666309596
3001404;1404;Kaiser-Sigmund-Straße;Frankfurt (Main) Kaiser-Sigmund-Straße;Stadt Frankfurt a.M;Dornbusch;50,14069689;8,677901021
3001305;1305;Reinhardstraße;Frankfurt (Main) Reinhardstraße;Stadt Frankfurt a.M;Dornbusch;50,14918504;8,671967593
3001485;1485;Ziegenhainer Straße;Frankfurt (Main) Ziegenhainer Straße;Stadt Frankfurt a.M;Dornbusch;50,15200033;8,669275818
3001316;1316;Am Gabelacker;Frankfurt (Main) Am Gabelacker;Stadt Frankfurt a.M;Eschersheim;50,16423894;8,664026838
3001381;1381;Am Grünen Graben;Frankfurt (Main) Am Grünen Graben;Stadt Frankfurt a.M;Eschersheim;50,1639429;8,655057782
3001315;1315;Anne-Frank-Siedlung;Frankfurt (Main) Anne-Frank-Siedlung;Stadt Frankfurt a.M;Eschersheim;50,16053183;8,659868503
3001483;1483;Burgholzer Straße;Frankfurt (Main) Burgholzer Straße;Stadt Frankfurt a.M;Eschersheim;50,15569876;8,667333201
3001380;1380;Dreihäusergasse;Frankfurt (Main) Dreihäusergasse;Stadt Frankfurt a.M;Eschersheim;50,16106796;8,655708268
3001482;1482;Eleonore-Sterling-Straße;Frankfurt (Main) Eleonore-Sterling-Straße;Stadt Frankfurt a.M;Eschersheim;50,15688142;8,665925633
3001370;1370;Eschersheim Bahnhof;Frankfurt (Main) Eschersheim Bahnhof;Stadt Frankfurt a.M;Eschersheim;50,15813558;8,655183606
3001481;1481;Hinter den Ulmen;Frankfurt (Main) Hinter den Ulmen;Stadt Frankfurt a.M;Eschersheim;50,1550937;8,663279453
3001382;1382;Im Uhrig;Frankfurt (Main) Im Uhrig;Stadt Frankfurt a.M;Eschersheim;50,16604981;8,656134291
3001313;1313;Im Wörth;Frankfurt (Main) Im Wörth;Stadt Frankfurt a.M;Eschersheim;50,15797923;8,660082559
3001368;1368;Lachweg;Frankfurt (Main) Lachweg;Stadt Frankfurt a.M;Eschersheim;50,16220795;8,661214105
3001311;1311;Lindenbaum;Frankfurt (Main) Lindenbaum;Stadt Frankfurt a.M;Eschersheim;50,15253575;8,661660362
3001365;1365;Niedwiesenstraße;Frankfurt (Main) Niedwiesenstraße;Stadt Frankfurt a.M;Eschersheim;50,15876702;8,652884037
3001312;1312;Weißer Stein;Frankfurt (Main) Weißer Stein;Stadt Frankfurt a.M;Eschersheim;50,15637913;8,65708536
3001314;1314;Zehnmorgenstraße;Frankfurt (Main) Zehnmorgenstraße;Stadt Frankfurt a.M;Eschersheim;50,15922193;8,657722714
3001412;1412;Büdinger Straße;Frankfurt (Main) Büdinger Straße;Stadt Frankfurt a.M;Eckenheim;50,15143993;8,684320957
3001403;1403;Eckenheimer Landstr/Marbachweg;Frankfurt (Main) Eckenheimer Landstraße/Marbachweg;Stadt Frankfurt a.M;Eckenheim;50,14195328;8,683614114
3001408;1408;Engelthaler Straße;Frankfurt (Main) Engelthaler Straße;Stadt Frankfurt a.M;Eckenheim;50,1494724;8,681521683
3001411;1411;Friedhof Eckenheim;Frankfurt (Main) Friedhof Eckenheim;Stadt Frankfurt a.M;Eckenheim;50,15027646;8,686259463
3001406;1406;Gießener Straße;Frankfurt (Main) Gießener Straße;Stadt Frankfurt a.M;Eckenheim;50,14358255;8,691031814
3001409;1409;Karl-von-Drais-Straße;Frankfurt (Main) Karl-von-Drais-Straße;Stadt Frankfurt a.M;Eckenheim;50,14967188;8,678875989
3001413;1413;Marbachweg/Sozialzentrum;Frankfurt (Main) Marbachweg/Sozialzentrum;Stadt Frankfurt a.M;Eckenheim;50,14228881;8,684675076
3001410;1410;Niederbornstraße;Frankfurt (Main) Niederbornstraße;Stadt Frankfurt a.M;Eckenheim;50,15317165;8,679803988
3001484;1484;Rauschenberger Straße;Frankfurt (Main) Rauschenberger Straße;Stadt Frankfurt a.M;Eckenheim;50,15379531;8,668199979
3001444;1444;Ronneburgstraße;Frankfurt (Main) Ronneburgstraße;Stadt Frankfurt a.M;Eckenheim;50,15075942;8,688662865
3065044;65044;Schwabstraße;Frankfurt (Main) Schwabstraße;Stadt Frankfurt a.M;Eckenheim;50,14454894;8,682687618
3001405;1405;Theobald-Ziegler-Straße;Frankfurt (Main) Theobald-Ziegler-Straße;Stadt Frankfurt a.M;Eckenheim;50,14774276;8,690179503
3060772;60772;Alkmenestraße;Frankfurt (Main) Alkmenestraße;Stadt Frankfurt a.M;Preungesheim;50,15176901;8,69990584
3001968;1968;An den drei Hohen;Frankfurt (Main) An den drei Hohen;Stadt Frankfurt a.M;Preungesheim;50,15831181;8,695652645
3001418;1418;August-Schanz-Straße;Frankfurt (Main) August-Schanz-Straße;Stadt Frankfurt a.M;Preungesheim;50,16331365;8,683444877
3001447;1447;August-Schanz-Straße/Dachsberg;Frankfurt (Main) August-Schanz-Straße/Dachsberg;Stadt Frankfurt a.M;Preungesheim;50,16004005;8,689666049
3001969;1969;Gravensteiner-Platz;Frankfurt (Main) Gravensteiner-Platz;Stadt Frankfurt a.M;Preungesheim;50,15537944;8,698497887
3001962;1962;Gundelandstraße;Frankfurt (Main) Gundelandstraße;Stadt Frankfurt a.M;Preungesheim;50,15624137;8,694630312
3001452;1452;Homburger Landstr./Marbachweg;Frankfurt (Main) Homburger Landstraße/Marbachweg;Stadt Frankfurt a.M;Preungesheim;50,14410123;8,693378742
3001415;1415;Kreuzstraße;Frankfurt (Main) Kreuzstraße;Stadt Frankfurt a.M;Preungesheim;50,15248308;8,691100283
3001446;1446;Preungesheim;Frankfurt (Main) Preungesheim;Stadt Frankfurt a.M;Preungesheim;50,15866829;8,687715789
3001445;1445;Sigmund-Freud-Straße;Frankfurt (Main) Sigmund-Freud-Straße;Stadt Frankfurt a.M;Preungesheim;50,15491542;8,686257035
3060773;60773;Walter-Kolb-Siedlung;Frankfurt (Main) Walter-Kolb-Siedlung;Stadt Frankfurt a.M;Preungesheim;50,14631203;8,70343765
3001416;1416;Weilbrunnstraße;Frankfurt (Main) Weilbrunnstraße;Stadt Frankfurt a.M;Preungesheim;50,15438984;8,691409807
3060790;60790;Wiesenhüttenstift;Frankfurt (Main) Wiesenhüttenstift;Stadt Frankfurt a.M;Preungesheim;50,15633035;8,69770827
3001390;1390;Alt-Bonames;Frankfurt (Main) Alt-Bonames;Stadt Frankfurt a.M;Bonames;50,18062827;8,664079696
3001246;1246;Ben-Gurion-Ring Süd;Frankfurt (Main) Ben-Gurion-Ring Süd;Stadt Frankfurt a.M;Bonames;50,18495923;8,660198805
3001352;1352;Bonames Mitte;Frankfurt (Main) Bonames Mitte;Stadt Frankfurt a.M;Bonames;50,18527736;8,664481084
3001310;1310;Bonameser Hainstraße;Frankfurt (Main) Bonameser Hainstraße;Stadt Frankfurt a.M;Bonames;50,18338999;8,664676345
3001421;1421;Fliederweg;Frankfurt (Main) Fliederweg;Stadt Frankfurt a.M;Bonames;50,1665759;8,673289971
3001450;1450;Frankfurter Berg Bahnhof;Frankfurt (Main) Frankfurter Berg Bahnhof;Stadt Frankfurt a.M;Bonames;50,1702261;8,676554418
3001420;1420;Hagebuttenweg;Frankfurt (Main) Hagebuttenweg;Stadt Frankfurt a.M;Bonames;50,16712648;8,6772752
3001360;1360;Haus Nidda;Frankfurt (Main) Haus Nidda;Stadt Frankfurt a.M;Bonames;50,18327343;8,667911434
3001967;1967;Heinrich-Plett-Straße;Frankfurt (Main) Heinrich-Plett-Straße;Stadt Frankfurt a.M;Bonames;50,16838862;8,685090909
3001384;1384;Homburger Hohl;Frankfurt (Main) Homburger Hohl;Stadt Frankfurt a.M;Bonames;50,1867259;8,661768495
3001423;1423;Julius-Brecht-Straße;Frankfurt (Main) Julius-Brecht-Straße;Stadt Frankfurt a.M;Bonames;50,1677302;8,681022224
3001419;1419;Kaiserkronenweg;Frankfurt (Main) Kaiserkronenweg;Stadt Frankfurt a.M;Bonames;50,16558104;8,680840612
3001351;1351;Kalbach;Frankfurt (Main) Kalbach;Stadt Frankfurt a.M;Bonames;50,1830562;8,658126164
3001399;1399;Nordpark/Alter Flugplatz;Frankfurt (Main) Nordpark/Alter Flugplatz;Stadt Frankfurt a.M;Bonames;50,17732055;8,667434798
3001422;1422;Rotdornweg;Frankfurt (Main) Rotdornweg;Stadt Frankfurt a.M;Bonames;50,16598188;8,669878974
3001392;1392;Siedlung Frankfurter Berg;Frankfurt (Main) Siedlung Frankfurter Berg;Stadt Frankfurt a.M;Bonames;50,16773188;8,67837685
3001256;1256;Am Neuenberg;Frankfurt (Main) Am Neuenberg;Stadt Frankfurt a.M;Berkersheim;50,16826318;8,688576934
3002499;2499;Berkersheim Bahnhof;Frankfurt (Main) Berkersheim Bahnhof;Stadt Frankfurt a.M;Berkersheim;50,17621629;8,697540564
3001427;1427;Berkersheim Mitte;Frankfurt (Main) Berkersheim Mitte;Stadt Frankfurt a.M;Berkersheim;50,17057908;8,697408249
3001425;1425;Dachsberg;Frankfurt (Main) Dachsberg;Stadt Frankfurt a.M;Berkersheim;50,16524555;8,693103262
3001426;1426;Im Steinbügel;Frankfurt (Main) Im Steinbügel;Stadt Frankfurt a.M;Berkersheim;50,16764996;8,694627461
3001524;1524;Johanna-Tesch-Platz;Frankfurt (Main) Johanna-Tesch-Platz;Stadt Frankfurt a.M;Riederwald;50,12766715;8,72571924
3001525;1525;Schäfflestraße;Frankfurt (Main) Schäfflestraße;Stadt Frankfurt a.M;Riederwald;50,13125593;8,734146213
3001558;1558;Altebornstraße;Frankfurt (Main) Altebornstraße;Stadt Frankfurt a.M;Seckbach;50,14095893;8,723684645
3001511;1511;Atzelberg Mitte;Frankfurt (Main) Atzelberg Mitte;Stadt Frankfurt a.M;Seckbach;50,14196453;8,719398174
3001510;1510;Atzelberg Ost;Frankfurt (Main) Atzelberg Ost;Stadt Frankfurt a.M;Seckbach;50,14225117;8,722697942
3001934;1934;Atzelberg West;Frankfurt (Main) Atzelberg West;Stadt Frankfurt a.M;Seckbach;50,14054432;8,719504421
3001582;1582;Budge-Heim (Lohrberg);Frankfurt (Main) Budge-Heim/Lohrberg;Stadt Frankfurt a.M;Seckbach;50,14901983;8,737713204
3001586;1586;Draisbornstraße;Frankfurt (Main) Draisbornstraße;Stadt Frankfurt a.M;Seckbach;50,14577185;8,728819244
3001508;1508;Eschweger Straße;Frankfurt (Main) Eschweger Straße;Stadt Frankfurt a.M;Seckbach;50,13894633;8,716744116
3001529;1529;Gelastraße;Frankfurt (Main) Gelastraße;Stadt Frankfurt a.M;Seckbach;50,14141638;8,734775234
3001527;1527;Gwinnerstraße;Frankfurt (Main) Gwinnerstraße;Stadt Frankfurt a.M;Seckbach;50,13365441;8,741238124
3001528;1528;Gwinnerstraße Mitte;Frankfurt (Main) Gwinnerstraße Mitte;Stadt Frankfurt a.M;Seckbach;50,13871566;8,737126221
3001433;1433;Heiligenstock/Lohrberg;Frankfurt (Main) Heiligenstock/Lohrberg;Stadt Frankfurt a.M;Seckbach;50,15499599;8,717586629
3001509;1509;Hufeland-Haus;Frankfurt (Main) Hufeland-Haus;Stadt Frankfurt a.M;Seckbach;50,13934245;8,720672496
3001535;1535;Kruppstraße;Frankfurt (Main) Kruppstraße;Stadt Frankfurt a.M;Seckbach;50,1377699;8,744363147
3001530;1530;Leonhardsgasse;Frankfurt (Main) Leonhardsgasse;Stadt Frankfurt a.M;Seckbach;50,14375695;8,732216151
3060791;60791;Lohrberg;Frankfurt (Main) Lohrberg;Stadt Frankfurt a.M;Seckbach;50,15376978;8,727374656
3001434;1434;Parkfriedhof Heiligenstock;Frankfurt (Main) Parkfriedhof Heiligenstock;Stadt Frankfurt a.M;Seckbach;50,16201422;8,723744956
3001932;1932;Unfallklinik;Frankfurt (Main) Unfallklinik;Stadt Frankfurt a.M;Seckbach;50,1448537;8,706216695
3001432;1432;Unfallklinik/B3;Frankfurt (Main) Unfallklinik/B3;Stadt Frankfurt a.M;Seckbach;50,14582467;8,706224725
3001588;1588;Zentgrafenschule;Frankfurt (Main) Zentgrafenschule;Stadt Frankfurt a.M;Seckbach;50,14389622;8,726409661
3001599;1599;Adam-Opel-Straße;Frankfurt (Main) Adam-Opel-Straße;Stadt Frankfurt a.M;Fechenheim;50,12380513;8,755526863
3001546;1546;Alt-Fechenheim;Frankfurt (Main) Alt-Fechenheim;Stadt Frankfurt a.M;Fechenheim;50,12830703;8,767545055
3001547;1547;Arthur-von-Weinberg-Steg;Frankfurt (Main) Arthur-von-Weinberg-Steg;Stadt Frankfurt a.M;Fechenheim;50,12510222;8,76990996
3001560;1560;Baumertstraße;Frankfurt (Main) Baumertstraße;Stadt Frankfurt a.M;Fechenheim;50,1253149;8,768356687
3001561;1561;Birsteiner Straße;Frankfurt (Main) Birsteiner Straße;Stadt Frankfurt a.M;Fechenheim;50,13577072;8,763970017
3001568;1568;Bodenseestraße;Frankfurt (Main) Bodenseestraße;Stadt Frankfurt a.M;Fechenheim;50,12432071;8,765746499
